AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,MedicalHistory_norm,Symptom_1_norm,Symptom_2_norm,Symptom_3_norm,Symptom_4_norm,Symptom_5_norm,target_derm
dog,bulldog,5.9,23.9,chronic illness,discharge from eyes,lethargy,coughing,sneezing,fatique,chronic illness,discharge from eyes,lethargy,coughing,sneezing,fatique,0
dog,beagle,5.8,22.5,not vaccinated,lethargy,severe headache,anorexia,weakness,anorexia,not vaccinated,lethargy,severe headache,anorexia,weakness,anorexia,0
dog,rottweiler,0.5,32.7,recent surgery,sneezing,closed eyes,stopped eat,diarrhea,excess salivation,recent surgery,sneezing,closed eyes,stopped eat,diarrhea,excess salivation,0
dog,golden retriever,15.6,27.2,recent surgery,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,recent surgery,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,0
dog,labrador retriever,8.8,34.9,not vaccinated,enlarged thymus,obstructed lungs,lethargy,skin rashes,weight loss,not vaccinated,enlarged thymus,obstructed lungs,lethargy,skin rashes,weight loss,1
dog,beagle,3.4,14.5,no previous conditions,labored breathing,dyspnea,coughing,depression,anorexia,no previous conditions,labored breathing,dyspnea,coughing,depression,anorexia,0
dog,german shepherd,10.0,33.3,dental issues,vomiting,panting,weakness,weight loss,weight loss,dental issues,vomiting,panting,weakness,weight loss,weight loss,0
dog,labrador retriever,3.8,35.1,recent surgery,coughing,lethargy,ring shaped lesion,sneezing,loss of powder down,recent surgery,coughing,lethargy,ring shaped lesion,sneezing,loss of powder down,1
dog,beagle,6.7,17.4,skin conditions history,swollen purple wattle,lethargy,fever,fever,nervousness,skin conditions history,swollen purple wattle,lethargy,fever,fever,nervousness,1
dog,beagle,2.0,26.5,chronic illness,change their normal behaviour,pains,stop eating,weight loss,stop drinking,chronic illness,change their normal behaviour,pains,stop eating,weight loss,stop drinking,0
dog,labrador retriever,1.1,44.9,chronic illness,pain,diarrhea,weakness,vomiting,diarrhea,chronic illness,pain,diarrhea,weakness,vomiting,diarrhea,0
dog,rottweiler,1.0,34.2,recent surgery,fever,coughing,weight loss,weight loss,anorexia,recent surgery,fever,coughing,weight loss,weight loss,anorexia,0
dog,german shepherd,15.0,38.5,no previous conditions,vomiting,vomiting,fleece become thin,vomiting,fever,no previous conditions,vomiting,vomiting,fleece become thin,vomiting,fever,0
dog,rottweiler,9.7,36.6,recent surgery,ulcers,diarrhea,poor appetite,tarry stool,enlarged lymph nodes,recent surgery,ulcers,diarrhea,poor appetite,tarry stool,enlarged lymph nodes,1
dog,beagle,7.3,28.7,recent surgery,anorexia,fever,coughing,sneezing,lethargy,recent surgery,anorexia,fever,coughing,sneezing,lethargy,0
dog,bulldog,0.7,18.5,dental issues,pain,self mutilation,weightloss,fever,pain,dental issues,pain,self mutilation,weightloss,fever,pain,0
dog,rottweiler,8.9,45.0,chronic illness,diarrhea,weakness,coughing,coughing,difficulty in breathing,chronic illness,diarrhea,weakness,coughing,coughing,difficulty in breathing,0
dog,beagle,8.2,15.0,not vaccinated,vomiting,sneezing,sneezing,coughing,sneezing,not vaccinated,vomiting,sneezing,sneezing,coughing,sneezing,0
dog,bulldog,4.1,16.7,recent surgery,sneezing,weight loss,fever,lethargy,weakness,recent surgery,sneezing,weight loss,fever,lethargy,weakness,0
dog,poodle,5.4,8.9,parasite history,pain,blood in stool,lethargy,pain,diarrhea,parasite history,pain,blood in stool,lethargy,pain,diarrhea,0
dog,labrador retriever,4.4,34.2,no previous conditions,nausea,loss of appetite,vomiting,firm,distended stomach,no previous conditions,nausea,loss of appetite,vomiting,firm,distended stomach,0
dog,rottweiler,15.0,41.6,vaccinated,diarrhea,anorexia,swollen teats,sneezing,lethargy,vaccinated,diarrhea,anorexia,swollen teats,sneezing,lethargy,0
dog,mixed breed,1.2,6.0,previous kidney disease,constant pacing,facial muscle twitching,abnormalalities,blindness,muscle pain,previous kidney disease,constant pacing,facial muscle twitching,abnormalalities,blindness,muscle pain,1
dog,mixed breed,1.0,9.8,parasite history,fever,depression,small intestines,death,flock moratality,parasite history,fever,depression,small intestines,death,flock moratality,0
dog,beagle,3.3,15.8,skin conditions history,itches,swollen,bloody discharge,testical pain,tenderness,skin conditions history,itches,swollen,bloody discharge,testical pain,tenderness,1
dog,mixed breed,1.6,25.4,skin conditions history,decreased eyelid,very cold skin,lethargy,lip,fever,skin conditions history,decreased eyelid,very cold skin,lethargy,lip,fever,1
dog,german shepherd,8.4,38.0,recent surgery,head tossing,wool loss,fast breathing,bleeding wounds,skin issue,recent surgery,head tossing,wool loss,fast breathing,bleeding wounds,skin issue,1
dog,mixed breed,2.8,23.5,chronic illness,decreased milk,holding limbs off the ground,weight loss,lameness,wool production,chronic illness,decreased milk,holding limbs off the ground,weight loss,lameness,wool production,0
dog,mixed breed,13.7,13.8,skin conditions history,foul smelling,dullness,dirty,stained wool,tail shaking,skin conditions history,foul smelling,dullness,dirty,stained wool,tail shaking,1
dog,boxer,14.4,15.2,skin conditions history,facial swelling,bloody drool,foul breath,unable to eat,lossened teeth,skin conditions history,facial swelling,bloody drool,foul breath,unable to eat,lossened teeth,1
dog,bulldog,12.3,20.1,previous kidney disease,loss of appetite,fever,depression,nasal discharge,ear infection,previous kidney disease,loss of appetite,fever,depression,nasal discharge,ear infection,0
dog,poodle,4.6,8.7,not vaccinated,loss od appetite,wheezing,seizuers,skin rashes,fatique,not vaccinated,loss od appetite,wheezing,seizuers,skin rashes,fatique,1
dog,yorkshire terrier,4.0,8.0,dental issues,weakness,lession on cat skin,kicking,sneezing,sweats,dental issues,weakness,lession on cat skin,kicking,sneezing,sweats,1
dog,yorkshire terrier,4.6,8.3,dental issues,heavy breathing,yellow in beak,tail_bobbing,weakness,sleeping excessively,dental issues,heavy breathing,yellow in beak,tail_bobbing,weakness,sleeping excessively,0
dog,german shepherd,14.4,33.7,recent surgery,diarrhea,coughing,fever,pains,tiredness,recent surgery,diarrhea,coughing,fever,pains,tiredness,0
dog,bulldog,4.2,19.3,vaccinated,fever,sour throat,mortality,muscle aches,abnormalities,vaccinated,fever,sour throat,mortality,muscle aches,abnormalities,0
dog,beagle,1.4,14.1,vaccinated,tremor,viability,coughing,anorexia,weight loss,vaccinated,tremor,viability,coughing,anorexia,weight loss,0
dog,mixed breed,1.0,11.2,parasite history,flock moratality,small intestines,death,fever,depression,parasite history,flock moratality,small intestines,death,fever,depression,0
dog,labrador retriever,11.0,36.2,dental issues,weight loss,coughing,weight loss,anorexia,coughing,dental issues,weight loss,coughing,weight loss,anorexia,coughing,0
dog,mixed breed,7.9,15.2,skin conditions history,facial edema,dyspnea,conjuctivtis,weakness,pharyngitis,skin conditions history,facial edema,dyspnea,conjuctivtis,weakness,pharyngitis,1
dog,golden retriever,7.3,37.9,allergies,diarrhea,pain,weight loss,anorexia,weight loss,allergies,diarrhea,pain,weight loss,anorexia,weight loss,0
dog,labrador retriever,14.5,37.4,vaccinated,restlessness,weakness,blue straws,death,pain,vaccinated,restlessness,weakness,blue straws,death,pain,0
dog,beagle,1.7,17.1,allergies,fever,loss of  appetite,reduce energy,lameness,swelling of joints,allergies,fever,loss of appetite,reduce energy,lameness,swelling of joints,0
dog,bulldog,9.6,16.8,vaccinated,sneezing,fever,lethargy,coughing,difficulty breathing,vaccinated,sneezing,fever,lethargy,coughing,difficulty breathing,0
dog,rottweiler,7.7,34.0,chronic illness,diarrhea,diarrhea,anorexia,muscular stiffness,weight loss,chronic illness,diarrhea,diarrhea,anorexia,muscular stiffness,weight loss,0
dog,labrador retriever,9.5,32.8,not vaccinated,enlarged thymus,obstructed lungs,lethargy,skin rashes,weight loss,not vaccinated,enlarged thymus,obstructed lungs,lethargy,skin rashes,weight loss,1
dog,poodle,13.8,7.6,not vaccinated,anorexia,diarrhea,pain,vomiting,pain,not vaccinated,anorexia,diarrhea,pain,vomiting,pain,0
dog,boxer,12.2,24.1,no previous conditions,swelling,heat,flank,pain,nasal discharge,no previous conditions,swelling,heat,flank,pain,nasal discharge,0
dog,boxer,8.7,30.9,allergies,kicking at the belly,pains,discomfort,inflammation,urine infection,allergies,kicking at the belly,pains,discomfort,inflammation,urine infection,0
dog,mixed breed,11.6,29.6,dental issues,coughing,fever,muscles problem,muscle aches,weight loss,dental issues,coughing,fever,muscles problem,muscle aches,weight loss,0
dog,golden retriever,0.6,41.6,not vaccinated,discomfort,diarrhea,dry or dull hair,grinding teeth,pain,not vaccinated,discomfort,diarrhea,dry or dull hair,grinding teeth,pain,0
dog,labrador retriever,4.7,34.3,chronic illness,loss of appetite,firm,vomiting,nausea,distended stomach,chronic illness,loss of appetite,firm,vomiting,nausea,distended stomach,0
dog,german shepherd,10.0,27.7,skin conditions history,fever,pox lesion,respiratory distress,nasal discharge,pain,skin conditions history,fever,pox lesion,respiratory distress,nasal discharge,pain,1
dog,labrador retriever,9.9,38.6,dental issues,anorexia,pain,fever,sneezing,redness,dental issues,anorexia,pain,fever,sneezing,redness,0
dog,poodle,1.8,7.1,no previous conditions,vomiting,swollen,splenomegaly,lepatomegaly,shaking oh head,no previous conditions,vomiting,swollen,splenomegaly,lepatomegaly,shaking oh head,0
dog,german shepherd,9.1,45.0,parasite history,fever,diarrhea,bloody droping,abdominal discomfort,lethargy,parasite history,fever,diarrhea,bloody droping,abdominal discomfort,lethargy,0
dog,mixed breed,4.6,9.8,allergies,excitability,loss of appetite,weakness,nervousness,hyper sensitivity,allergies,excitability,loss of appetite,weakness,nervousness,hyper sensitivity,0
dog,yorkshire terrier,6.5,7.7,not vaccinated,upset stomach,pain,stress,weakness,seizures,not vaccinated,upset stomach,pain,stress,weakness,seizures,0
dog,beagle,8.0,25.6,vaccinated,pain,vomiting,coughing,weakness,pain,vaccinated,pain,vomiting,coughing,weakness,pain,0
dog,yorkshire terrier,10.8,6.4,parasite history,fever,dyspnea,coughing,lethargy,weightloss,parasite history,fever,dyspnea,coughing,lethargy,weightloss,0
dog,german shepherd,13.3,41.1,recent surgery,fever,sneezing,weight loss,coughing,vomiting,recent surgery,fever,sneezing,weight loss,coughing,vomiting,0
dog,mixed breed,6.0,35.0,skin conditions history,neurologic abnormalities,fever,legness,diarrhea,vomiting,skin conditions history,neurologic abnormalities,fever,legness,diarrhea,vomiting,1
dog,german shepherd,9.4,31.8,previous heart condition,stop eating,stop drinking,change their normal behaviour,depression,pains,previous heart condition,stop eating,stop drinking,change their normal behaviour,depression,pains,0
dog,german shepherd,10.2,26.0,dental issues,difficulty in breathing,swollen abdomen,fever,diarrhea,vomiting,dental issues,difficulty in breathing,swollen abdomen,fever,diarrhea,vomiting,0
dog,poodle,2.6,5.5,recent surgery,weakness,diarrhoea,sneezing,sneezing,gasping,recent surgery,weakness,diarrhoea,sneezing,sneezing,gasping,0
dog,boxer,9.6,25.7,skin conditions history,coughing,edema in lower jaw,shivering,anemia,emaciation,skin conditions history,coughing,edema in lower jaw,shivering,anemia,emaciation,1
dog,boxer,7.1,18.6,recent surgery,drooling,pain,vomiting,vomiting,weight loss,recent surgery,drooling,pain,vomiting,vomiting,weight loss,0
dog,poodle,7.7,10.7,dental issues,stomach cramps,fever,nausea,vomiting,diarrhea,dental issues,stomach cramps,fever,nausea,vomiting,diarrhea,0
dog,boxer,15.3,23.4,dental issues,fever,decrease in milk production,animal stop feed,dull,hind quarted soil,dental issues,fever,decrease in milk production,animal stop feed,dull,hind quarted soil,0
dog,german shepherd,10.1,37.5,previous kidney disease,stumbling,sneezing,fever,diarrhea,lethargy,previous kidney disease,stumbling,sneezing,fever,diarrhea,lethargy,0
dog,beagle,9.6,21.8,dental issues,coughing,anorexia,coughing,anorexia,weight loss,dental issues,coughing,anorexia,coughing,anorexia,weight loss,0
dog,mixed breed,15.4,30.1,chronic illness,crusting of the skin,vomiting,dandruff,hair loss,ulcerated skin,chronic illness,crusting of the skin,vomiting,dandruff,hair loss,ulcerated skin,1
dog,poodle,8.2,7.9,vaccinated,anorexia,vomiting,stop eating,reduce lamp marking,pain,vaccinated,anorexia,vomiting,stop eating,reduce lamp marking,pain,0
dog,rottweiler,10.0,38.5,recent surgery,ulcers,diarrhea,poor appetite,tarry stool,enlarged lymph nodes,recent surgery,ulcers,diarrhea,poor appetite,tarry stool,enlarged lymph nodes,1
dog,golden retriever,8.5,23.4,skin conditions history,weight loss,vomiting,blindness,diarrhea,straining,skin conditions history,weight loss,vomiting,blindness,diarrhea,straining,1
dog,yorkshire terrier,0.5,3.1,dental issues,coughing,pain,pain,vomiting,vomiting,dental issues,coughing,pain,pain,vomiting,vomiting,0
dog,golden retriever,12.1,31.2,vaccinated,weight loss,sneezing,pain,weight loss,vomiting,vaccinated,weight loss,sneezing,pain,weight loss,vomiting,0
dog,golden retriever,8.9,36.0,skin conditions history,weakness,uncharacteristic hiding,vomiting,vomiting,obscure lameness,skin conditions history,weakness,uncharacteristic hiding,vomiting,vomiting,obscure lameness,1
dog,golden retriever,9.9,29.5,skin conditions history,blindness,vomiting,straining,weight loss,diarrhea,skin conditions history,blindness,vomiting,straining,weight loss,diarrhea,1
dog,golden retriever,12.1,40.4,recent surgery,fever,sneezing,coughing,facial swelling,fever,recent surgery,fever,sneezing,coughing,facial swelling,fever,0
dog,labrador retriever,6.3,45.0,dental issues,diarrhea with muscus,tensemus,watery stool,flatulence,pains,dental issues,diarrhea with muscus,tensemus,watery stool,flatulence,pains,0
dog,beagle,7.9,18.0,no previous conditions,weight loss,vomiting,vomiting,muscular stiffness,lethargy,no previous conditions,weight loss,vomiting,vomiting,muscular stiffness,lethargy,0
dog,boxer,13.4,28.0,allergies,diphtherictic,yellow eye,fever,sneezing,difficultty in breathing,allergies,diphtherictic,yellow eye,fever,sneezing,difficultty in breathing,0
dog,german shepherd,8.1,35.0,previous kidney disease,sneezing,extension of neck,coughing,pain,lethargy,previous kidney disease,sneezing,extension of neck,coughing,pain,lethargy,0
dog,boxer,10.3,17.4,no previous conditions,listless,difficulty in walking,grinding of teeth,blindness,ataxia,no previous conditions,listless,difficulty in walking,grinding of teeth,blindness,ataxia,0
dog,rottweiler,15.6,41.9,dental issues,loss od appetite,wheezing,seizuers,skin rashes,fatique,dental issues,loss od appetite,wheezing,seizuers,skin rashes,fatique,1
dog,yorkshire terrier,6.1,5.4,not vaccinated,gastritis,weakness,acting aggressive,lethargy,watery eyes,not vaccinated,gastritis,weakness,acting aggressive,lethargy,watery eyes,0
dog,bulldog,12.8,24.9,allergies,pain,stomach cramps,ulcerated muscle,vomiting,coughing,allergies,pain,stomach cramps,ulcerated muscle,vomiting,coughing,1
dog,mixed breed,14.5,34.6,recent surgery,dullness,lacrimation,coughing,diarrhea,seizures,recent surgery,dullness,lacrimation,coughing,diarrhea,seizures,0
dog,labrador retriever,1.5,37.5,dental issues,cough,gasping for air,weight loss,gasping for breath,extending its neck,dental issues,cough,gasping for air,weight loss,gasping for breath,extending its neck,0
dog,boxer,0.9,24.4,chronic illness,swollen,red-colored,hot udder,milk getting out more watery,milk getting out more thick,chronic illness,swollen,red-colored,hot udder,milk getting out more watery,milk getting out more thick,0
dog,poodle,6.1,6.4,no previous conditions,fever,tiredness,headache,skin rashes,pain,no previous conditions,fever,tiredness,headache,skin rashes,pain,1
dog,beagle,5.3,19.4,previous kidney disease,diarrhea,vomiting,outstretched neck,pain,diarrhea,previous kidney disease,diarrhea,vomiting,outstretched neck,pain,diarrhea,0
dog,labrador retriever,14.6,25.4,dental issues,swollen lymph nodes,difficulty walking,back pain,lethargy,vaginal discharge,dental issues,swollen lymph nodes,difficulty walking,back pain,lethargy,vaginal discharge,0
dog,mixed breed,6.7,11.5,parasite history,sneezing,weight loss,anorexia,paralysis,weakness,parasite history,sneezing,weight loss,anorexia,paralysis,weakness,0
dog,mixed breed,1.1,10.8,previous heart condition,fever,depression,small intestines,death,flock moratality,previous heart condition,fever,depression,small intestines,death,flock moratality,0
dog,boxer,15.8,23.2,parasite history,hind quarted soil,dull,animal stop feed,decrease in milk production,fever,parasite history,hind quarted soil,dull,animal stop feed,decrease in milk production,fever,0
dog,boxer,14.5,18.8,chronic illness,fever,weakened legs,los of the ability to walk,mammary glads,fluif filled blisters,chronic illness,fever,weakened legs,los of the ability to walk,mammary glads,fluif filled blisters,0
dog,yorkshire terrier,0.5,7.8,recent surgery,vomiting,vomiting,egg production decreases,lesions on ear,sneezing,recent surgery,vomiting,vomiting,egg production decreases,lesions on ear,sneezing,1
dog,yorkshire terrier,5.4,3.8,parasite history,change in gait,diarrhea,vomiting,coughing,sneezing,parasite history,change in gait,diarrhea,vomiting,coughing,sneezing,0
dog,yorkshire terrier,5.7,6.8,recent surgery,fever,mild sneezing,coughing,nasal,ocular discharge,recent surgery,fever,mild sneezing,coughing,nasal,ocular discharge,0
dog,yorkshire terrier,2.4,5.9,recent surgery,vomiting,diarrhea,sneezing,excession salivation,diarrhea,recent surgery,vomiting,diarrhea,sneezing,excession salivation,diarrhea,0
dog,labrador retriever,3.1,25.0,dental issues,vomiting,sneezing,vomiting,weight loss,sneezing,dental issues,vomiting,sneezing,vomiting,weight loss,sneezing,0
dog,yorkshire terrier,8.8,9.0,not vaccinated,eye become dull,lethargy,painfull,pain,diarrhea,not vaccinated,eye become dull,lethargy,painfull,pain,diarrhea,0
dog,bulldog,3.5,22.1,not vaccinated,fever,diarrhea,vomiting,blood from mouth,shock,not vaccinated,fever,diarrhea,vomiting,blood from mouth,shock,0
dog,labrador retriever,8.4,25.1,skin conditions history,lameness,coughing,coughing,sneezing,coughing,skin conditions history,lameness,coughing,coughing,sneezing,coughing,1
dog,labrador retriever,6.3,25.7,no previous conditions,vomiting,lethargy,weakness,pain,pain,no previous conditions,vomiting,lethargy,weakness,pain,pain,0
dog,yorkshire terrier,5.2,5.2,no previous conditions,coughing,vomiting,fever,lethargy,fever,no previous conditions,coughing,vomiting,fever,lethargy,fever,0
dog,german shepherd,13.5,38.6,previous kidney disease,restlessness,weakness,blue straws,death,pain,previous kidney disease,restlessness,weakness,blue straws,death,pain,0
dog,mixed breed,6.1,24.3,previous heart condition,lacrimation,dullness,seizures,coughing,diarrhea,previous heart condition,lacrimation,dullness,seizures,coughing,diarrhea,0
dog,mixed breed,2.4,11.5,skin conditions history,barren ewes,abortion,poor conformation,hairy fleeces,weight loss,skin conditions history,barren ewes,abortion,poor conformation,hairy fleeces,weight loss,1
dog,german shepherd,3.2,37.0,no previous conditions,retained placenda,weakness,weakness,weakness,coughing,no previous conditions,retained placenda,weakness,weakness,weakness,coughing,0
dog,labrador retriever,7.1,33.9,chronic illness,lethargy,pain,pain,tarry stool,pain,chronic illness,lethargy,pain,pain,tarry stool,pain,0
dog,beagle,12.2,27.4,recent surgery,ulcers,diarrhea,back pain,tarry stool,enlarged lymph nodes,recent surgery,ulcers,diarrhea,back pain,tarry stool,enlarged lymph nodes,1
dog,mixed breed,7.2,9.6,allergies,diarrhea with muscus,tensemus,nose bleeds,flatulence,pains,allergies,diarrhea with muscus,tensemus,nose bleeds,flatulence,pains,0
dog,poodle,2.5,8.9,previous kidney disease,lethargy,coughing,fever,diarrhea,blue eye,previous kidney disease,lethargy,coughing,fever,diarrhea,blue eye,0
dog,poodle,7.4,6.0,dental issues,coughing,fever,depression,swelling of face or leg,pains,dental issues,coughing,fever,depression,swelling of face or leg,pains,0
dog,bulldog,9.5,18.3,skin conditions history,depression,weight loss,diarrhea,scratches,fever,skin conditions history,depression,weight loss,diarrhea,scratches,fever,1
dog,boxer,1.8,21.1,skin conditions history,vomiting,weight loss,weight loss,anorexia,fever,skin conditions history,vomiting,weight loss,weight loss,anorexia,fever,1
dog,poodle,14.6,7.7,previous kidney disease,coughing,lethargy,sneezing,nose bleeds,sneezing,previous kidney disease,coughing,lethargy,sneezing,nose bleeds,sneezing,0
dog,german shepherd,12.2,31.7,not vaccinated,abnormalalities,pain,fever,diarrhea,reduce reproductive potential,not vaccinated,abnormalalities,pain,fever,diarrhea,reduce reproductive potential,0
dog,yorkshire terrier,5.7,3.4,skin conditions history,malpresentation,fetopelvic dispropotion,uteria inertia,pains,death,skin conditions history,malpresentation,fetopelvic dispropotion,uteria inertia,pains,death,1
dog,mixed breed,10.7,10.6,chronic illness,rhinitis,pneumonia,septicemia,torticollis,abscessess,chronic illness,rhinitis,pneumonia,septicemia,torticollis,abscessess,0
dog,yorkshire terrier,10.4,6.7,no previous conditions,upset stomach,loss of appetite,nause,weight loss,abdonormal pain,no previous conditions,upset stomach,loss of appetite,nause,weight loss,abdonormal pain,0
dog,yorkshire terrier,9.0,3.9,previous kidney disease,weight loss,anorexia,fever,vomiting,pain,previous kidney disease,weight loss,anorexia,fever,vomiting,pain,0
dog,poodle,8.1,8.0,recent surgery,vomiting,sensitivity to bright light,vomiting,weakness,diarrhea,recent surgery,vomiting,sensitivity to bright light,vomiting,weakness,diarrhea,0
dog,bulldog,6.3,20.3,allergies,anorexia,sneezing,fever,sneezing,loss of wool,allergies,anorexia,sneezing,fever,sneezing,loss of wool,0
dog,yorkshire terrier,4.7,8.8,dental issues,heavy breathing,yellow in beak,tail_bobbing,weakness,sleeping excessively,dental issues,heavy breathing,yellow in beak,tail_bobbing,weakness,sleeping excessively,0
dog,bulldog,10.4,20.3,no previous conditions,diarrhea,paresis,paralysis,stomach cramps,weakness,no previous conditions,diarrhea,paresis,paralysis,stomach cramps,weakness,0
dog,rottweiler,7.9,40.7,previous heart condition,vomiting,vomiting,sneezing,lethargy,coughing,previous heart condition,vomiting,vomiting,sneezing,lethargy,coughing,0
dog,golden retriever,9.8,31.5,previous kidney disease,fever,coughing,anorexia,experiencing changes in weight,fever,previous kidney disease,fever,coughing,anorexia,experiencing changes in weight,fever,0
dog,golden retriever,15.0,37.9,previous heart condition,anorexia,anorexia,milky hard,itchiness,coughing,previous heart condition,anorexia,anorexia,milky hard,itchiness,coughing,1
dog,mixed breed,2.7,23.9,previous kidney disease,anorexia,anversion to light,weakness,weight loss,pain,previous kidney disease,anorexia,anversion to light,weakness,weight loss,pain,0
dog,german shepherd,5.4,38.9,previous kidney disease,swelling,heat,flank,pain,nasal discharge,previous kidney disease,swelling,heat,flank,pain,nasal discharge,0
dog,mixed breed,0.5,12.4,previous heart condition,weakness,vomiting,lethargy,weakness,reduce lamp marking,previous heart condition,weakness,vomiting,lethargy,weakness,reduce lamp marking,0
dog,rottweiler,8.2,32.6,previous heart condition,fever,reduce growth,edema in lower jaw,weight loss,anemia,previous heart condition,fever,reduce growth,edema in lower jaw,weight loss,anemia,0
dog,poodle,6.5,5.4,dental issues,kick,difficulty swallowing,weakness,diarrhea,lethargy,dental issues,kick,difficulty swallowing,weakness,diarrhea,lethargy,0
dog,rottweiler,7.3,42.7,skin conditions history,weakness,pain,sneezing,weakness,vomiting,skin conditions history,weakness,pain,sneezing,weakness,vomiting,1
dog,mixed breed,2.7,22.1,no previous conditions,coughing,panting,"facial swelling,",production of mucus,fatigue,no previous conditions,coughing,panting,"facial swelling,",production of mucus,fatigue,0
dog,golden retriever,13.0,25.3,skin conditions history,pain,fever,weakness,difficulty in feeding,anorexia,skin conditions history,pain,fever,weakness,difficulty in feeding,anorexia,1
dog,mixed breed,10.4,5.0,recent surgery,holding limbs off the ground,vomiting,vomiting,coughing,lethargy,recent surgery,holding limbs off the ground,vomiting,vomiting,coughing,lethargy,0
dog,rottweiler,14.3,38.9,dental issues,loss od appetite,wheezing,seizuers,skin rashes,fatique,dental issues,loss od appetite,wheezing,seizuers,skin rashes,fatique,1
dog,bulldog,5.7,16.9,allergies,reluctant move,loss of appetite,lameness,death,weakness,allergies,reluctant move,loss of appetite,lameness,death,weakness,0
dog,yorkshire terrier,5.8,3.0,vaccinated,weakness,sneezing,weakness,weakness,signs in ewe,vaccinated,weakness,sneezing,weakness,weakness,signs in ewe,0
dog,poodle,2.9,7.1,parasite history,weakness,lethargy,sneezing,sneezing,red skin,parasite history,weakness,lethargy,sneezing,sneezing,red skin,1
dog,poodle,1.9,3.0,skin conditions history,weight loss,anorexia,weakness,coughing,weight loss,skin conditions history,weight loss,anorexia,weakness,coughing,weight loss,1
dog,german shepherd,0.5,26.2,not vaccinated,sneezing,fever,vomiting,pain,fever,not vaccinated,sneezing,fever,vomiting,pain,fever,0
dog,yorkshire terrier,7.5,5.4,skin conditions history,stop eating,stop drinking,change their normal behaviour,weight loss,pains,skin conditions history,stop eating,stop drinking,change their normal behaviour,weight loss,pains,1
dog,rottweiler,2.0,45.0,no previous conditions,gasping for air,difficulty swallowing,extending its neck,gasping for breath,gasping for breath,no previous conditions,gasping for air,difficulty swallowing,extending its neck,gasping for breath,gasping for breath,0
dog,labrador retriever,5.3,31.7,recent surgery,sneezing,coughing,weakness,severe,vomiting,recent surgery,sneezing,coughing,weakness,severe,vomiting,0
dog,rottweiler,9.0,36.6,chronic illness,apathy,congestion,dilation of duodenum,depression,cloacal pasting,chronic illness,apathy,congestion,dilation of duodenum,depression,cloacal pasting,0
dog,beagle,9.1,24.9,previous heart condition,weakness,pain,ulcers,rump,diarrhea,previous heart condition,weakness,pain,ulcers,rump,diarrhea,1
dog,bulldog,0.5,19.1,no previous conditions,weakness,bluish white opacity,fever,weight loss,sneezing,no previous conditions,weakness,bluish white opacity,fever,weight loss,sneezing,0
dog,poodle,14.5,4.1,recent surgery,dark or black face,stomach  cramps,sneezing,weakness,sneezing,recent surgery,dark or black face,stomach cramps,sneezing,weakness,sneezing,0
dog,boxer,5.6,20.7,vaccinated,weakness,weakness,diarrhea,sneezing,anorexia,vaccinated,weakness,weakness,diarrhea,sneezing,anorexia,0
dog,german shepherd,3.6,41.0,skin conditions history,fever,loss of  appetite,reduce energy,lameness,swelling of joints,skin conditions history,fever,loss of appetite,reduce energy,lameness,swelling of joints,1
dog,beagle,3.7,23.3,dental issues,weight loss,discharge from ear,roughened,weakness,coughing,dental issues,weight loss,discharge from ear,roughened,weakness,coughing,0
dog,yorkshire terrier,8.2,3.0,not vaccinated,lethargy,fever,pain,bloody in feather,pain,not vaccinated,lethargy,fever,pain,bloody in feather,pain,0
dog,labrador retriever,1.5,37.5,chronic illness,cough,gasping for air,weight loss,gasping for breath,extending its neck,chronic illness,cough,gasping for air,weight loss,gasping for breath,extending its neck,0
dog,german shepherd,13.0,34.1,previous kidney disease,stop eating,stop drinking,change their normal behaviour,lameness,pains,previous kidney disease,stop eating,stop drinking,change their normal behaviour,lameness,pains,0
dog,boxer,2.2,29.1,parasite history,bleeding from other parts of the body,confusion,nasal discharge,loss of alertness,dizziness and fainting,parasite history,bleeding from other parts of the body,confusion,nasal discharge,loss of alertness,dizziness and fainting,0
dog,beagle,7.3,20.3,chronic illness,lethargy,anorexia,anorexia,weakness,anorexia,chronic illness,lethargy,anorexia,anorexia,weakness,anorexia,0
dog,labrador retriever,12.4,31.6,recent surgery,limping,skin colour change,flabby,raw,sensitive to touch,recent surgery,limping,skin colour change,flabby,raw,sensitive to touch,1
dog,rottweiler,0.5,39.1,previous kidney disease,pain,lethargy,pain,diarrhea,fever,previous kidney disease,pain,lethargy,pain,diarrhea,fever,0
dog,beagle,4.2,25.7,no previous conditions,fever,paralysis,vomiting,redness on ear,diarrhea,no previous conditions,fever,paralysis,vomiting,redness on ear,diarrhea,0
dog,poodle,9.0,5.8,allergies,lethargy,flock moratality,pain,weight loss,vomiting,allergies,lethargy,flock moratality,pain,weight loss,vomiting,0
dog,mixed breed,14.4,22.7,chronic illness,fever,uncharacteristic hiding,depression,dehydration,stopped eat,chronic illness,fever,uncharacteristic hiding,depression,dehydration,stopped eat,0
dog,yorkshire terrier,5.7,6.2,skin conditions history,coughing,vomiting,ulcerated skin,weight loss,weight loss,skin conditions history,coughing,vomiting,ulcerated skin,weight loss,weight loss,1
