AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
dog,boxer,14.1,22.4,no previous conditions,swollen abdomen,shortness of breath.,chirping,loss of appetite,fatigue
dog,bulldog,3.4,30.5,not vaccinated,weakness,kid moratality,anemia,emaciation,diarrhea
dog,golden retriever,4.9,37.6,not vaccinated,lethargy,diarrhea,fever,pain,wandering
dog,bulldog,9.3,15.0,recent surgery,vomiting,weight loss,coughing,weakness,anorexia
dog,rottweiler,8.7,37.8,recent surgery,lethargy,pain,pain,anorexia,pain
dog,boxer,11.8,15.0,allergies,weight loss,lethargy,lethargy,diarrhea,changed gait
dog,german shepherd,5.8,23.3,skin conditions history,hair loss,dandruff,darkened skin,crusting of the skin,ulcerated skin
dog,boxer,8.6,15.0,previous heart condition,anorexia,pain,vomiting,anorexia,coughing
dog,beagle,5.9,19.5,dental issues,sneezing,weight loss,lethargy,vomiting,vomiting
dog,bulldog,11.0,25.2,not vaccinated,fever,loss of appetite,ear infection,depression,nasal discharge
dog,beagle,7.9,20.6,chronic illness,sneezing,anorexia,stealing,pain,coughing
dog,rottweiler,1.7,38.3,vaccinated,short term lethargy,loss of  appetite,weekness in the back legs,rapid heart rate,week pulse
dog,german shepherd,8.4,30.3,chronic illness,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,labrador retriever,8.5,39.2,recent surgery,fever,loss of appetite,pains,depression,loss of appetite
dog,beagle,5.1,22.1,dental issues,congestion,fever,coughing,unable to exercise,weakness
dog,german shepherd,9.8,45.0,no previous conditions,weight loss,jaundice,lethargy,diarrhea,lethargy
dog,bulldog,8.9,26.6,skin conditions history,lethargy,easily damage shell,lethargy,anorexia,abortion at the end of gestation
dog,boxer,3.6,22.5,not vaccinated,coughing,coughing,weakness,coughing,coughing
dog,bulldog,11.0,30.0,not vaccinated,loss of wariness,pain,fever,lethargy,fever
dog,poodle,2.4,3.9,no previous conditions,fleece become thin,pains,loss of wool,death,sheep often bites
dog,mixed breed,4.0,35.6,no previous conditions,anorexia,pain,weakness,fever,diarrhea
dog,rottweiler,14.4,45.0,chronic illness,loss of alertness,bleeding from other parts of the body,dizziness and fainting,nasal discharge,confusion
dog,boxer,9.9,25.1,previous heart condition,weakness,facial edema,upset stomach,sneezing,weight loss
dog,poodle,2.7,3.6,no previous conditions,sheep often bites,fleece become thin,loss of wool,death,pains
dog,beagle,3.9,29.3,parasite history,sneezing,coughing,sneezing,sneezing,muscle trembling
dog,mixed breed,2.6,12.7,skin conditions history,barren ewes,abortion,poor conformation,hairy fleeces,weight loss
dog,mixed breed,7.8,21.0,skin conditions history,nervous,scabs on lip,vomiting,weakness,sneezing
dog,beagle,12.6,30.7,no previous conditions,watering,no appp,vomiting,lethargy,dehydration
dog,poodle,13.9,7.1,parasite history,sneezing,shortness of breath,lethargy,diarrhea,vomiting
dog,german shepherd,0.9,44.4,previous heart condition,diarrhea,sneezing,weight loss,weight loss,pain
dog,boxer,6.7,23.5,chronic illness,severe,diarrhea,blood on faces,appetite,milk reduce
dog,mixed breed,2.4,17.8,skin conditions history,coughing,panting,"facial swelling,",production of mucus,fatigue
dog,rottweiler,1.2,27.2,chronic illness,upset stomach,diarrhea,vomiting,muscle pain,muscle stiffness
dog,boxer,14.1,26.7,skin conditions history,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight,pain and bloating
dog,poodle,9.7,5.7,not vaccinated,anorexia,lethargy,diarrhea,fever,pox lession on skin
dog,bulldog,8.9,15.5,allergies,fever,death,coughing,dyspnea,anorexia
dog,german shepherd,12.1,28.0,dental issues,blood from mouth,strange behaviour,gurgling sound,coughing,abnormalalities
dog,yorkshire terrier,0.5,5.0,no previous conditions,weight loss,dark colored bloody,vomiting,fever,coughing
dog,german shepherd,5.2,37.7,recent surgery,weight loss,yellow eye,weakness,vomiting,facial muscle twitching
dog,poodle,6.2,6.1,no previous conditions,fever,tiredness,headache,skin rashes,pain
dog,rottweiler,7.7,39.5,not vaccinated,thickening of skin,weakness,weight loss,diarrhea,unsteady gait
dog,yorkshire terrier,12.7,4.5,recent surgery,abdminal pain,indigestion,nausea,constipation,diarrhea
dog,bulldog,10.9,29.4,dental issues,fever,diarrhea,abdominal pain,stiffness,severe weekness and depression
dog,beagle,2.9,19.5,vaccinated,distended chest,coughing,allergic reaction,poor appetite,weight loss
dog,boxer,13.6,27.8,not vaccinated,diarrhea,bleeding in eye and skin,lethargy,vomiting,blood in urine
dog,beagle,3.4,15.9,skin conditions history,swollen,bloody discharge,itches,tenderness,testical pain
dog,boxer,13.8,25.7,not vaccinated,blood in urine,diarrhea,vomiting,lethargy,bleeding in eye and skin
dog,mixed breed,13.4,12.4,vaccinated,dirty,tail shaking,dullness,foul smelling,stained wool
dog,golden retriever,9.5,31.7,previous heart condition,vomiting,vomiting,diarrhea,weight loss,coughing
dog,yorkshire terrier,6.7,8.6,not vaccinated,weight loss,lethargy,vomiting,coughing,lethargy
dog,boxer,2.0,26.6,parasite history,bleeding from other parts of the body,confusion,nasal discharge,loss of alertness,dizziness and fainting
dog,mixed breed,12.6,15.8,parasite history,blood on faces,diarrhea,appetite,milk reduce,severe
dog,mixed breed,14.7,20.9,not vaccinated,vomiting,fever,pain,vomiting,lethargy
dog,boxer,7.9,30.0,parasite history,pain,lethargy,sneezing,vomiting,weakness
dog,yorkshire terrier,5.6,3.0,previous kidney disease,sneezing,blood poisioning,vomiting,anorexia,fever
dog,yorkshire terrier,8.5,7.0,no previous conditions,blood in urine,vomiting,lethargy,lethargy,weakness
dog,labrador retriever,8.2,26.2,allergies,weight loss,weakness,sneezing,weakness,asymptomatic
dog,yorkshire terrier,1.0,10.4,previous heart condition,nasal discharge,painfull,swelling on leg,poor appetite,broken bones
dog,golden retriever,7.8,37.9,parasite history,stop eating,stop drinking,change their normal behaviour,depression,pains
dog,german shepherd,10.7,33.8,previous heart condition,weakness,dehydration,coughing,diarrhea,pain
dog,yorkshire terrier,3.0,9.6,skin conditions history,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,beagle,13.9,25.2,no previous conditions,reduce lamp marking,pain,edematous,high body temperaure,weakness
dog,labrador retriever,2.7,29.8,chronic illness,radip onset,stiff,muscle trembling,weakness,death
dog,labrador retriever,5.9,40.2,chronic illness,weight loss,coughing,diarrhea,weight loss,weight loss
dog,rottweiler,8.5,25.0,not vaccinated,pain,vomiting,painfull to touch,difficult in respiration,weight loss
dog,golden retriever,10.1,25.0,previous kidney disease,fever,milk getting out more watery,convulsion,lethargy,foul smelling
dog,golden retriever,1.8,38.1,no previous conditions,immediate death,dysentery,fever,swelling,pain
dog,beagle,9.1,26.0,vaccinated,vomiting,sneezing,fever,pawing at bedding,lethargy
dog,beagle,6.1,18.1,skin conditions history,lethargy,semen examination,appetite,pain,vomiting
dog,bulldog,15.0,20.8,chronic illness,sneezing,weight loss,anorexia,fever,weakness
dog,golden retriever,0.7,26.2,previous kidney disease,sudden death,high temperature,rapid pulse and heart rates,depression,trembling
dog,bulldog,14.7,28.0,dental issues,sores on lip,infection,sores on lower leg and teats,lesion,pain
dog,golden retriever,11.6,26.9,no previous conditions,diarrhea,sneezing,diarrhea,weight loss,pain
dog,rottweiler,10.1,45.0,parasite history,respiratory infection,muscle twiching,diarrhea,pain,weightloss
dog,labrador retriever,3.3,45.0,allergies,diarrhea,lethargy,weakness,tail wagging,straining
dog,labrador retriever,12.8,33.2,previous kidney disease,anorexia,anorexia,fever,vomiting,vomiting
dog,german shepherd,13.5,25.5,parasite history,fever,dyspnea,coughing,weakness,anorexia
dog,yorkshire terrier,11.3,4.5,previous kidney disease,skin reashes,mortality varies,pox lession on skin,fever,nasal discharge
dog,german shepherd,9.7,27.4,skin conditions history,fever,nasal discharge,respiratory distress,pox lesion,pain
dog,rottweiler,9.8,41.5,dental issues,head tilt,vomiting,coughing,sudden death,intellectual disability
dog,boxer,12.6,27.6,skin conditions history,loss of appetite,pain and bloating,experiencing changes in weight,burning ache or pain,vomiting
dog,bulldog,9.9,20.5,previous heart condition,weight loss,fever,weight loss,sneezing,anorexia
dog,german shepherd,10.9,25.9,previous heart condition,vomiting,reduce lamp marking,weight loss,weakness,lethargy
dog,yorkshire terrier,2.8,5.9,previous heart condition,fever,lethargy,anorexia,weight loss,anorexia
dog,yorkshire terrier,7.2,4.9,dental issues,change their normal behaviour,stop eating,pains,stop drinking,weight loss
dog,rottweiler,9.4,41.0,previous kidney disease,fever,depression,small intestines,death,flock moratality
dog,german shepherd,4.1,34.5,parasite history,diarrhea,sneezing,diarrhea,coughing,weight loss
dog,rottweiler,12.0,40.2,chronic illness,anorexia,pain,anorexia,weakness,diarrhea
dog,boxer,11.5,22.2,parasite history,sneezing,dyspnea,most often none,pain,nasal discharge
dog,bulldog,10.0,16.0,vaccinated,fever,difficulty breathing,coughing,lethargy,sneezing
dog,beagle,11.9,19.5,dental issues,coughing,diarrhea,fever,anorexia,vomiting
dog,golden retriever,4.3,31.0,allergies,diarrhea,lethargy,lethargy,anorexia,pain on leg
dog,rottweiler,1.3,32.0,chronic illness,upset stomach,diarrhea,vomiting,muscle pain,muscle stiffness
dog,mixed breed,6.7,6.6,vaccinated,tiredness,swelling,fever,nasal discharge,drooling
dog,labrador retriever,2.0,45.0,skin conditions history,listless,bottle jaw,malpresentation,death,oxygen defiency
dog,golden retriever,11.4,41.8,vaccinated,cough,extending its neck,gasping for air,difficulty swallowing,difficulty swallowing
dog,bulldog,3.9,31.0,previous heart condition,sores on lower leg and teats,lesion,infection,sores on lip,pain
dog,boxer,2.8,20.3,previous kidney disease,lethargy,kick,restlessness,scratching,nible at their wool
dog,labrador retriever,6.8,30.5,chronic illness,fever,inflammed eye,coughing,depression,limping
dog,mixed breed,3.1,27.7,chronic illness,decreased milk,holding limbs off the ground,weight loss,lameness,wool production
dog,german shepherd,6.3,28.2,previous heart condition,hair loss,dandruff,darkened skin,crusting of the skin,ulcerated skin
dog,poodle,10.3,4.4,allergies,diarrhea,sneezing,weight loss,coughing,weakness
dog,mixed breed,8.3,14.4,previous kidney disease,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,labrador retriever,10.4,31.5,parasite history,emaciation,loss of appetite,loss in weight,weakness,diarrhoea
dog,bulldog,6.7,25.9,parasite history,lethargy,weakness,fever,succumb,diarrhea
dog,rottweiler,9.5,41.0,recent surgery,ulcers,diarrhea,poor appetite,tarry stool,enlarged lymph nodes
dog,rottweiler,9.1,45.0,allergies,vomiting,weakness,walking problem,weight loss,weakness
dog,bulldog,9.5,26.9,allergies,gasping,coughing,mild weakness,droopy wings,twisted neck
dog,boxer,13.2,18.7,skin conditions history,tail_bobbing,vision problem,dark or black face,bubbles in the mouth,coughing
dog,bulldog,3.5,18.7,recent surgery,weakness,weight loss,kicking,pain,fever
dog,bulldog,8.3,16.5,allergies,fever,death,coughing,dyspnea,anorexia
dog,labrador retriever,8.6,27.5,dental issues,lethargy,lethargy,diarrhea,weakness,cough
dog,beagle,6.0,32.4,recent surgery,strong cough,runny nose,darkened skin,lethargy,loss of appettite
dog,german shepherd,9.8,30.1,no previous conditions,pain,weakness,fever,vomiting,lethargy
dog,bulldog,5.4,21.9,skin conditions history,fever,rump,lameness,loss of appetite,weight loss
dog,rottweiler,14.8,44.4,not vaccinated,loss of appetite,swelling,nasal discharge,blindness,lethargy
dog,labrador retriever,13.9,25.0,skin conditions history,pain,vomiting,fever,vomiting,weight loss
dog,labrador retriever,4.8,34.1,no previous conditions,nausea,loss of appetite,vomiting,firm,distended stomach
dog,german shepherd,1.9,39.7,chronic illness,diarrhea,faeces are streake with blood,sneezing,diarrhea,fever
dog,golden retriever,1.9,39.0,skin conditions history,sneezing,pain,vomiting,sneezing,lethargy
dog,yorkshire terrier,10.8,5.6,skin conditions history,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,poodle,4.2,6.6,previous kidney disease,diarrhea,flock moratality,warm,sneezing,weight loss
dog,german shepherd,1.1,36.4,chronic illness,loss of appetite,small size,poor wool,poor body condition,lameness
dog,yorkshire terrier,8.1,7.2,parasite history,anorexia,coughing,sneezing,sneezing,vomiting
dog,beagle,9.2,29.9,parasite history,papules appear on teats anad udder,vomiting,high body temperature,fever,sneezing
dog,labrador retriever,7.3,34.2,no previous conditions,vomiting,fever,vomiting,fever,anorexia
dog,boxer,8.6,23.5,chronic illness,sneezing,lethargy,vomiting,weight loss,diarrhea
dog,labrador retriever,6.7,28.8,dental issues,weakness,vomiting,coughing,lethargy,fever
dog,golden retriever,8.9,23.3,vaccinated,weight gain,mucous discharge,fever,reduce feed,respiratory distress
dog,german shepherd,2.5,40.1,no previous conditions,anorexia,coughing,sneezing,weakness,coughing
dog,yorkshire terrier,9.2,8.6,not vaccinated,staggering as drunk,fever,weight loss,pain,diarrhea
dog,bulldog,8.7,17.4,allergies,fever,dull,hind quarted soil,animal stop feed,decrease in milk production
dog,poodle,11.5,3.4,not vaccinated,fever,respiratory distress,seizuers,hyperesthesia,sudden death
dog,mixed breed,4.5,6.0,allergies,reluctant move,loss of appetite,lameness,death,weakness
dog,bulldog,3.1,20.5,parasite history,fever,loss of  appetite,lession on the skin,lethargy,joint pain
dog,boxer,5.9,25.5,chronic illness,diarrhea,difficulty in breathing,anorexia,anorexia,coughing
dog,labrador retriever,1.5,40.5,previous kidney disease,dilation of duodenum,vomiting,coughing,pain,vomiting
dog,boxer,8.0,29.0,previous heart condition,fever,diarrhea,inflammation,trachea,pale gums
dog,golden retriever,5.0,37.5,vaccinated,weakness,stiffness,trembling,white mark on the muscle,loss of vitamin e
dog,mixed breed,8.3,14.4,previous heart condition,radip onset,skin color change,restlessness,fever,lethargy
dog,golden retriever,9.7,35.8,recent surgery,weakness,pain,pain,wandering,painfull swalling
dog,boxer,12.3,16.5,chronic illness,trauma,dry air,nosebleed,nose picking,mild weakness
dog,bulldog,7.7,17.9,allergies,coughing,fever,changed gait,fever,coughing
dog,beagle,6.3,27.3,chronic illness,sneezing,pain,lethargy,firm,wether restless
dog,bulldog,11.0,15.6,vaccinated,viability,sneezing,coughing,diarrhea,pain
dog,bulldog,9.0,24.1,no previous conditions,fever,diarrhea,enteritis,weight loss,stomach  cramps
dog,bulldog,14.4,18.7,not vaccinated,difficulty in feeding,preening,weakness,beak overgrowth,anemia
dog,rottweiler,3.8,30.0,allergies,respiratory distress,hyperesthesia,weekness in the back legs,fever,sudden death
dog,golden retriever,12.6,40.4,dental issues,watering diarrhea,depression,emaciation,ruffled coat,lethargy
dog,german shepherd,12.9,31.2,not vaccinated,weight loss,anorexia,shortness of breath.,weight loss,anorexia
dog,boxer,8.4,25.2,previous heart condition,enlarged lymph nodes,bloody drool,lossened teeth,misshapen beak,anorexia
dog,rottweiler,10.2,29.4,no previous conditions,loss of appetite,diarrhea,ruffled feathers,weight loss,inability to absorb nutrients
dog,bulldog,5.4,23.9,parasite history,greenish-yellow nasal discharge,lack of pigmentation,sneezing,lethargy,pain on face
dog,poodle,15.0,4.0,skin conditions history,weakness,difficultty in breathing,pain,weakness,poor wool
dog,mixed breed,12.0,35.4,recent surgery,diarrhea,sneezing,lethargy,pain,fever
dog,rottweiler,4.0,36.1,previous kidney disease,weakness,diarrhea,painfull swalling,sneezing,lethargy
dog,mixed breed,1.2,12.2,parasite history,stop eating,stop drinking,change their normal behaviour,diarrhea,pains
dog,beagle,3.7,16.5,skin conditions history,swollen,testical pain,itches,bloody discharge,tenderness
dog,yorkshire terrier,1.5,4.2,recent surgery,fever,difficulty breathing,thrist and urination,lethargy,sneezing
dog,bulldog,14.6,17.8,chronic illness,difficulty in feeding,preening,weakness,beak overgrowth,anemia
dog,golden retriever,9.9,40.8,not vaccinated,anorexia,fever,coughing,fever,fatty stool
dog,golden retriever,2.5,35.0,recent surgery,difficulty in breathing,incoordination,terminal convulsion,fever,dark colored bloody
dog,yorkshire terrier,9.6,8.4,recent surgery,vomiting,coughing,discharge,coughing,retching
dog,boxer,4.5,20.0,recent surgery,succumb,coughing,anorexia,weight loss,no appp
dog,bulldog,10.5,24.2,parasite history,fever,coughing,weight loss,sneezing,fever
dog,golden retriever,9.3,38.6,dental issues,anorexia,pain,anorexia,weight loss,weakness
dog,golden retriever,5.8,33.5,previous kidney disease,fever,sneezing,coughing,coughing,pain
dog,mixed breed,6.2,9.9,recent surgery,abdominal pain,diarrhea,malpresentation,shock,anorexia
dog,beagle,8.8,15.6,previous kidney disease,staggering,fever,excessive drooling,seizures,diffulty swallowing
dog,poodle,2.8,7.0,not vaccinated,fever,diarrhea,weakness,diarrhea,anorexia
dog,golden retriever,11.6,26.8,previous kidney disease,weight loss,vomiting,weakness,weight loss,coughing
dog,poodle,4.0,5.4,previous kidney disease,sneezing,abdminal pain,blue eye,weakness,vomiting
dog,german shepherd,14.5,27.1,dental issues,foul smelling,diarrhea,colic,bloody discharge,blood clots
dog,german shepherd,13.3,37.4,previous kidney disease,anorexia,sneezing,anorexia,fever,weakness
dog,bulldog,1.2,22.5,skin conditions history,diarrhea,fever,coughing,sneezing,listlessness
dog,yorkshire terrier,6.4,3.6,skin conditions history,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,german shepherd,4.0,45.0,not vaccinated,high body temperaure,achomotrica,fever,weight loss,fever
dog,boxer,9.1,16.6,not vaccinated,fever,dark colored bloody,incoordination,difficulty in breathing,terminal convulsion
dog,yorkshire terrier,8.1,3.0,no previous conditions,weight loss,lethargy,fever,lethargy,bad smell
dog,rottweiler,11.7,31.7,previous kidney disease,loss of appetite,diarrhea,ruffled feathers,weight loss,inability to absorb nutrients
dog,yorkshire terrier,11.3,4.5,skin conditions history,pain,weakness,weight loss,coughing,weakness
dog,golden retriever,8.1,39.6,no previous conditions,weight loss,vomiting,vomiting,weakness,diarrhea
dog,labrador retriever,2.0,43.7,skin conditions history,listless,bottle jaw,malpresentation,death,oxygen defiency
dog,german shepherd,6.0,26.2,not vaccinated,hair loss,dandruff,darkened skin,crusting of the skin,ulcerated skin
dog,yorkshire terrier,3.5,8.9,previous kidney disease,weight loss,scartch,swelling of joints,vomiting,fever
dog,boxer,3.8,14.1,not vaccinated,facial swelling,bloody drool,abdominal pain,unable to eat,lossened teeth
dog,bulldog,1.7,26.8,no previous conditions,fever,pox lession on skin,skin reashes,nasal discharge,mortality varies
dog,boxer,9.8,18.2,no previous conditions,listless,difficulty in walking,grinding of teeth,blindness,ataxia
dog,rottweiler,10.2,40.5,skin conditions history,coughing,diarrhea,weakness,incoordination,vomiting
dog,bulldog,9.8,24.0,not vaccinated,fever,loss of  appetite,coughing,lethargy,joint pain
dog,german shepherd,4.8,39.6,not vaccinated,red skin,loss of appetite,moist,lameness,pains
dog,mixed breed,12.5,14.1,parasite history,foul smelling,dullness,dirty,stained wool,tail shaking
dog,bulldog,3.7,20.0,skin conditions history,sour throat,mortality,muscle aches,abnormalities,fever
dog,boxer,3.6,16.8,previous heart condition,weight loss,grinding of teeth,fever,fever,weakness
dog,golden retriever,13.2,28.5,not vaccinated,pain,bloody discharge,anorexia,weakness,pain
dog,rottweiler,4.7,32.9,not vaccinated,hair loss,dandruff,darkened skin,crusting of the skin,ulcerated skin
dog,mixed breed,8.9,31.7,no previous conditions,lethargy,weakness,watery faeces,weight loss,vomiting
dog,beagle,5.4,27.9,skin conditions history,fever,excession salivation,abnormal conformation,ulcerated muscle,ulcerated ear
dog,rottweiler,8.6,34.1,skin conditions history,weight loss,anorexia,vomiting,diarrhea,fever
dog,beagle,5.2,15.0,previous heart condition,vomiting,vomiting,weight loss,weakness,vomiting
dog,yorkshire terrier,9.8,7.4,parasite history,weight loss,shallow breathing,anorexia,weight loss,pain
dog,german shepherd,12.4,40.6,skin conditions history,lethargy,weakness,anorexia,fever,vomiting
dog,bulldog,11.2,21.8,previous kidney disease,coughing,coughing,sneezing,nostrils,anorexia
dog,boxer,2.0,28.8,parasite history,vomiting,anorexia,anorexia,anorexia,vomiting
dog,poodle,13.3,6.1,no previous conditions,lethargy,pain,weakness,sneezing,sneezing
dog,boxer,5.6,22.8,skin conditions history,diarrhea,vomiting,dry air,lethargy,fever
dog,bulldog,5.5,23.0,previous kidney disease,anorexia,gasping,fever,vomiting,vomiting
dog,poodle,11.1,7.6,chronic illness,anorexia,recumbency,diarrhea with muscus,lethargy,lethargy
dog,bulldog,5.9,25.2,parasite history,fever,loss of appetite,lameness,rump,weight loss
dog,yorkshire terrier,5.6,3.0,vaccinated,coughing,vomiting,decreased appetite,anorexia,weight loss
dog,boxer,11.7,16.1,skin conditions history,diarrhea,sneezing,diarrhea,coughing,anorexia
dog,rottweiler,1.5,38.3,recent surgery,mummification,abortion,stillbirth,weak kids,pain
dog,golden retriever,9.2,37.4,previous heart condition,weight loss,coughing,sweats,anorexia,lethargy
dog,bulldog,3.7,24.6,chronic illness,fever,diarrhea,vomiting,blood from mouth,shock
dog,bulldog,9.9,20.1,allergies,bluish white opacity,vomiting,weakness,coughing,lethargy
dog,german shepherd,6.7,45.0,chronic illness,distinctive bumps,fever,pain,sneezing,ulcerated ear
dog,german shepherd,8.2,35.8,no previous conditions,lethargy,diarrhea,sneezing,weight loss,anorexia
dog,beagle,13.8,29.0,no previous conditions,stop eating,stop drinking,change their normal behaviour,lameness,pains
dog,bulldog,1.9,28.6,chronic illness,coughing,paresis,legness,weight loss,shortness of breath
dog,bulldog,7.3,19.4,parasite history,raw,vomiting,stomach  cramps,pain,vomiting
dog,beagle,9.1,28.5,skin conditions history,stripped remiges,less feather growth,ruffled feathers,defienciency in vitamin,diarrhea
dog,bulldog,7.0,27.7,not vaccinated,coughing,weight loss,coughing,lethargy,stumbling
dog,mixed breed,12.3,10.9,recent surgery,fever,diarrhea,poor appetite,weight loss,vomitting
dog,yorkshire terrier,14.5,4.2,not vaccinated,diarrhea,reduced appetite,lethargy,pain,sneezing
dog,labrador retriever,5.8,34.3,vaccinated,diarrhea,fever,loss in weight,fever,anorexia
dog,rottweiler,13.9,42.8,not vaccinated,lethargy,swelling,loss of appetite,nasal discharge,blindness
dog,mixed breed,11.5,20.9,not vaccinated,pain,weakness,weight loss,raised growth or bump,weakness
dog,bulldog,8.6,23.6,previous heart condition,weakness,coughing,diarrhea,pain,fever
dog,rottweiler,12.7,32.6,allergies,diarrhea,sneezing,weakness,pain,anorexia
dog,boxer,6.4,19.4,not vaccinated,papules appear on teats anad udder,slightly swollen,milky hard,lession on the skin,fever
dog,rottweiler,14.5,40.8,parasite history,fever,swelling of face or leg,poor appetite,depression,pains
dog,poodle,7.7,3.0,no previous conditions,diarrhea,excess sleeping,weight loss,anorexia,radip onset
dog,bulldog,13.3,25.9,chronic illness,fever,difficulty breathing,coughing,eye and skin change,unable to exercise
dog,rottweiler,8.7,39.6,no previous conditions,vomiting,lethargy,coughing,weight loss,neck paralysis
dog,bulldog,11.7,21.6,parasite history,lethargy,vomiting,sneezing,wheezing,pyrexia
dog,german shepherd,8.9,32.7,not vaccinated,fever,anorexia,lethargy,sneezing,diarrhea
dog,german shepherd,14.6,45.0,vaccinated,diarrhea,weight loss,pain,diarrhea,pain
dog,german shepherd,5.8,39.5,skin conditions history,wound,fever,smell of ammonia,weight loss,anorexia
dog,rottweiler,9.9,31.1,vaccinated,fever,fever,anorexia,anorexia,fever
dog,bulldog,0.5,24.4,vaccinated,anorexia,pain,lightheadedness,sneezing,fever
dog,golden retriever,4.6,33.1,no previous conditions,swelling of eye,sneezing,pain,sneezing,red and inflammation ear
dog,golden retriever,6.2,38.7,parasite history,pain,vomiting,diarrhea,lethargy,anorexia
dog,boxer,6.0,17.5,not vaccinated,fever,slightly swollen,lession on the skin,milky hard,papules appear on teats anad udder
dog,boxer,14.6,22.8,dental issues,fever,dull,hind quarted soil,animal stop feed,decrease in milk production
dog,labrador retriever,1.3,30.9,skin conditions history,abortion at the end of gestation,join pains,fatigue,swelling of internal organs,weak calves
dog,boxer,14.1,21.1,chronic illness,fever,weakened legs,los of the ability to walk,mammary glads,fluif filled blisters
dog,beagle,13.6,20.9,previous heart condition,fever,swelling,lameness,heat,pains
dog,yorkshire terrier,10.6,5.1,skin conditions history,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,golden retriever,11.9,30.8,previous heart condition,diarrhea,weakness,weight loss,ulcerated skin,weakness
dog,german shepherd,8.3,32.0,vaccinated,fever,sour throat,mortality,muscle aches,abnormalities
dog,german shepherd,8.0,25.5,not vaccinated,walking problem,pain,sneezing,skinallergy,coughing
dog,mixed breed,13.2,33.1,vaccinated,hair loss,dandruff,vomiting,crusting of the skin,ulcerated skin
dog,mixed breed,1.5,31.1,no previous conditions,nosebleed,trauma,mild weakness,nose picking,dry air
dog,mixed breed,1.7,22.9,chronic illness,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness
dog,yorkshire terrier,7.9,6.3,previous heart condition,fever,salivation,lack of coordination,facial paralysis,depression
dog,labrador retriever,0.8,43.4,not vaccinated,excessive eye watering,eye redness,weakness,mucus discharge from the eye,frequent eye infections
dog,golden retriever,4.4,38.1,vaccinated,weakness,blood in faces,pain,coughing,sneezing
dog,german shepherd,11.8,23.0,dental issues,jaundice,hemolytic anemia,hemoglobinuria,pulmonary congestion,fever
dog,poodle,11.9,7.1,no previous conditions,sneezing,throat and ear pain,diarrhea,weight loss,weakness
dog,labrador retriever,9.0,36.0,not vaccinated,skinallergy,anorexia,diarrhea,weight loss,emaciation
dog,german shepherd,9.6,40.2,no previous conditions,diarrhea,vomiting,pain,diarrhea,lethargy
dog,yorkshire terrier,12.1,6.4,previous heart condition,fever,anorexia,weakness,exhaustion,vomiting
dog,beagle,6.7,25.5,recent surgery,strong cough,runny nose,darkened skin,lethargy,loss of appettite
dog,german shepherd,5.4,37.2,not vaccinated,pain,diarrhea,vomiting,anorexia,pain
dog,boxer,8.8,28.4,allergies,inflammation,discomfort,kicking at the belly,urine infection,pains
dog,labrador retriever,9.1,32.1,parasite history,loss of appetite,loss in weight,emaciation,diarrhoea,weakness
dog,labrador retriever,4.1,38.1,allergies,vomiting,lethargy,blood in urine,bleeding in eye and skin,diarrhea
dog,mixed breed,5.2,8.0,not vaccinated,fluffed feathers,pain,asymptomatic,pain,pain
dog,golden retriever,3.4,45.0,recent surgery,fever,weakness,anorexia,diarrhea,salivating
dog,poodle,6.7,8.5,recent surgery,pain,enteritis,diarrhea,weakness,weakness
dog,beagle,2.3,24.4,vaccinated,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,beagle,0.8,23.8,previous heart condition,diarrhea,lethargy,pain,vomiting,coughing
dog,labrador retriever,2.5,38.3,skin conditions history,oedema,swelling of face or leg,swelling of neck,weight loss,pain
dog,golden retriever,10.2,37.0,not vaccinated,discharge from eyes,redness of eye,blindness,scartches,pains
dog,labrador retriever,7.7,38.7,vaccinated,papules appear on teats anad udder,anorexia,pain,lethargy,hepatitis
dog,poodle,8.8,6.0,dental issues,fever,swelling of face or leg,depression,coughing,pains
dog,poodle,10.6,5.6,vaccinated,weight loss,fever,weight loss,lethargy,dry scabs
dog,golden retriever,6.1,42.3,previous heart condition,cough,sneeze,droopy wings,twisted neck,droopy wings
dog,rottweiler,13.6,31.0,dental issues,wasting,anorexia,weakness,moist,sneezing
dog,beagle,5.7,28.4,skin conditions history,fever,excession salivation,abnormal conformation,ulcerated muscle,ulcerated ear
dog,labrador retriever,7.8,43.3,skin conditions history,thick crusting,itchiness,hair loss,watery eye,pain
dog,yorkshire terrier,9.2,8.3,allergies,rapid heart rate,anorexia,weakness,diarrhea,diarrhea
dog,boxer,9.0,16.6,skin conditions history,grinding of teeth,ataxia,blindness,listless,difficulty in walking
dog,beagle,12.1,15.0,dental issues,weakness,puffed_up feather,anorexia,weakness,coughing
